20 20 7
20 2842 2
20 363 2
20 67 1
20 13682 1
20 3727 1
20 13683 1
33 33 1
60 60 3
60 101 2
60 345 1
60 244 1
60 3476 1
60 1938 1
60 9076 1
60 1284 1
60 3622 1
60 5935 1
60 6867 1
60 13682 1
60 8388 1
60 13683 1
80 80 4
80 15 1
80 377 1
80 1879 1
80 7873 2
80 6803 1
80 2269 1
80 8776 1
98 98 4
98 370 1
98 337 1
98 2093 2
98 7609 5
98 1710 1
98 7412 1
98 3720 1
98 13684 1
100 80 1
100 5322 1
61 2799 1
13 13 2
13 315 1
13 590 1
13 725 2
13 44 1
13 1772 1
13 93 1
13 3266 1
13 990 1
13 1529 1
13 8518 1
13 5328 1
13 5401 1
13 8041 1
13 8465 3
13 8630 1
13 13685 1
13 12698 1
13 13318 1
13 13686 1
13 5810 1
13 3727 1
13 13687 1
13 13688 1
13 13689 1
13 13690 1
13 2001 1
152 398 1
152 1770 1
220 334 1
220 2842 1
220 1592 1
228 5052 1
228 13691 1
241 3210 1
241 1414 1
101 101 7
101 2897 1
101 472 1
101 363 1
101 725 1
101 65 1
101 751 2
101 850 1
101 93 2
101 789 1
101 982 1
101 638 2
101 1592 1
101 7873 1
101 2054 2
101 10667 1
101 4125 1
101 2151 1
101 2209 1
101 5643 1
101 13692 1
101 8387 1
101 13693 1
101 2452 2
101 1399 1
101 12513 6
101 13685 1
101 8577 2
101 8327 1
101 2001 1
264 80 1
264 264 7
264 2897 1
264 363 1
264 239 1
264 6205 1
264 6638 1
264 260 2
264 10667 1
264 1780 1
264 7885 1
264 2209 1
264 1432 1
264 2374 1
264 13694 2
264 2513 1
264 13695 1
264 3727 1
264 9595 1
264 13696 1
81 165 1
81 3955 1
81 2452 3
81 9345 1
265 265 1
265 3 1
265 3818 1
315 315 1
315 5440 2
315 8327 1
317 317 1
317 13697 1
2897 2897 4
2897 131 2
2897 2010 4
2897 13597 1
322 13698 1
323 11992 1
334 220 1
334 131 1
334 3476 1
345 345 7
345 3476 1
345 1045 2
345 232 1
345 1294 1
345 13491 1
345 2452 1
345 1617 1
353 353 1
353 1779 2
353 8427 1
103 264 1
103 3 1
103 1599 2
103 2430 2
127 127 2
127 2 1
127 65 1
127 4145 3
127 1394 2
127 2344 1
127 2540 1
367 44 1
367 13699 1
370 370 5
128 7609 1
1460 4060 1
41 3291 1
385 4353 4
391 80 1
391 1780 1
391 5189 1
2905 2314 1
295 1399 1
295 2001 1
2893 2893 4
2893 5386 1
406 406 1
406 93 1
406 3727 1
413 67 1
413 2452 2
42 3955 1
420 420 1
268 1411 1
268 93 2
268 2463 1
268 8737 1
268 13700 3
268 13701 1
268 13702 1
354 354 1
354 4197 1
435 80 1
435 440 1
435 5805 1
435 1998 1
435 13703 2
435 13704 1
435 13689 2
515 13695 1
1307 3 1
1307 1096 1
196 196 2
196 2452 1
873 2209 2
873 2191 2
454 848 2
454 1907 3
454 3355 1
454 2192 6
454 2289 1
454 12698 2
454 8312 2
316 316 2
316 2459 1
1495 67 1
1495 1444 4
1495 13705 1
1495 13706 1
34 13707 2
477 10667 1
477 2192 2
473 363 3
473 838 1
473 1779 1
473 2209 1
473 4166 1
473 5961 5
473 2253 2
473 6867 2
473 3955 1
473 13532 1
473 13708 1
473 13709 1
473 13710 7
473 13711 1
473 13712 1
473 2139 1
445 445 5
445 506 1
445 751 2
445 111 1
445 1947 1
445 5386 1
445 3355 1
445 1412 1
445 2192 1
445 1681 1
445 2241 1
445 4209 1
445 2254 3
445 4263 1
445 5900 3
445 2463 1
445 13469 1
445 2503 2
445 8434 2
504 401 1
