0 1429 1
0 18102 1
12 12 3
12 18103 1
20 18104 3
38 38 3
38 44 7
38 595 1
38 1592 1
38 18105 1
60 60 3
60 873 1
60 408 2
60 5237 1
60 45 2
60 5268 2
60 1140 1
60 502 1
60 595 3
60 1353 1
60 4996 1
60 18106 1
60 18107 1
80 294 1
80 2014 1
80 1721 1
80 18108 1
80 18109 1
80 1857 1
100 100 4
100 315 6
100 128 9
100 888 1
100 759 1
100 3160 1
100 691 4
100 1857 2
61 833 1
2798 702 1
146 18110 1
149 702 1
149 5917 1
150 586 1
13 13 4
13 152 1
13 101 1
13 315 1
13 458 1
13 600 1
13 45 1
13 1076 1
13 357 1
13 232 1
13 200 2
13 5268 1
13 92 1
13 254 1
13 93 2
13 3212 1
13 3160 1
13 3565 1
13 308 1
13 1592 1
13 830 1
13 934 1
13 990 2
13 4023 2
13 4108 1
13 11743 1
13 5454 1
13 14639 1
13 9940 1
13 2209 1
13 8924 1
13 1589 1
13 18111 1
13 18112 1
13 18113 3
13 5516 1
13 18114 1
13 18115 1
13 18116 1
13 2430 1
204 363 1
204 1230 1
152 71 1
152 3161 1
220 241 2
220 1941 1
220 9478 1
222 18117 1
228 264 1
228 81 1
228 315 1
228 3157 1
228 18118 1
241 241 7
241 2973 1
241 156 1
241 339 2
241 1941 1
241 9478 1
241 14305 1
241 13734 1
241 18119 1
241 18120 1
241 1857 2
101 152 1
101 101 3
101 370 1
101 590 1
101 904 1
101 1076 1
101 2509 2
101 173 1
101 93 2
101 4928 1
101 5368 1
101 777 1
101 5308 1
101 14955 1
101 18121 1
101 18122 2
101 1684 1
264 264 4
264 578 1
264 363 1
264 787 4
264 336 2
264 4804 1
264 485 1
264 1931 1
264 280 1
264 1627 1
264 1881 1
264 8611 1
264 5917 2
264 1933 3
264 5486 1
264 1857 1
39 39 4
39 853 1
39 93 1
39 9076 1
780 785 1
81 81 1
81 1076 1
81 9940 1
81 5308 1
81 1857 1
265 206 1
315 39 1
315 315 5
315 2151 1
317 5657 1
266 5938 1
82 363 1
82 15 1
82 89 1
82 93 1
323 888 1
323 735 1
323 11909 1
323 5937 1
323 18123 1
334 719 2
334 1002 1
334 2209 3
83 17198 1
340 1811 1
345 200 1
345 18105 1
103 3266 1
103 2055 1
103 18124 1
103 1857 1
370 370 1
370 1037 1
370 2154 1
370 18125 1
128 100 1
128 128 14
128 364 1
128 15 5
128 2509 2
128 10630 1
128 143 1
128 2151 1
128 6975 1
128 18126 1
128 18127 1
128 18128 1
128 18116 1
128 18129 1
1460 1460 3
1460 445 1
1460 919 1
1460 3453 1
1460 17194 1
41 41 1
41 838 2
41 401 2
41 358 1
41 3443 2
41 3412 1
41 10153 2
41 5048 3
41 18130 1
41 18131 2
41 18132 1
41 5215 1
386 5458 1
391 6578 1
2905 300 1
267 2154 1
267 9886 1
398 398 1
398 173 1
398 5440 1
398 18133 1
398 1857 1
295 60 1
406 406 1
406 363 1
406 458 1
406 224 1
406 1084 1
406 1644 1
406 18134 1
413 5370 1
42 42 6
42 133 1
42 3488 1
42 3163 4
42 5045 1
42 5215 1
268 41 1
268 268 2
268 667 1
268 2509 1
268 358 1
268 1339 1
268 934 1
268 11264 1
268 2209 1
268 5048 2
268 1933 1
268 7369 2
268 1818 1
268 6032 1
268 18135 1
268 14955 1
268 7199 3
268 1347 1
354 354 1
354 653 1
354 3621 1
354 4158 1
354 5149 1
361 15 1
435 100 1
435 5513 1
515 515 1
2933 18136 1
3013 3013 1
3013 606 2
441 103 1
1307 179 3
196 18137 1
873 101 1
873 348 1
873 873 6
873 5072 2
873 2768 1
873 1060 2
873 5268 2
873 3563 1
873 3618 1
873 595 1
873 1811 1
873 5403 3
873 2055 1
873 11253 1
873 7609 2
873 5513 1
873 18138 1
873 5370 1
873 17070 3
452 888 1
452 4752 1
452 431 1
454 454 4
454 107 1
454 3319 1
454 480 3
454 883 1
454 10630 1
454 1267 1
454 3188 1
454 11759 1
454 3210 1
454 4145 1
454 3832 1
454 4162 3
454 5220 1
454 1818 1
454 10709 1
454 18139 1
454 5207 2
454 18128 2
1496 9775 1
6261 18108 1
472 472 3
472 2 1
472 358 2
472 606 1
472 3224 1
472 5073 1
472 9502 1
472 5215 1
473 128 5
473 41 1
473 394 1
473 578 2
473 838 1
473 15 2
473 2509 3
473 486 4
473 358 1
473 47 2
473 1146 1
473 11430 2
473 6588 1
473 3565 2
473 1284 1
473 16968 1
473 7934 4
473 5073 1
473 10133 1
473 1414 2
473 5594 1
473 9886 2
473 5485 3
473 2209 1
473 8511 1
473 1589 1
473 5308 1
473 5512 3
473 18140 1
473 6032 1
473 18141 1
473 18103 2
473 18124 1
473 18142 1
473 18119 1
473 18118 1
473 18143 1
473 18144 1
473 18116 1
473 18145 2
445 2509 1
445 1644 1
504 15777 1
504 18106 1
1520 18109 1
243 384 1
296 445 1
518 480 1
518 8355 1
1527 6032 2
522 883 1
522 9012 1
523 42 1
523 727 1
530 530 2
530 590 1
530 206 2
530 902 1
530 75 1
530 372 1
530 1627 1
530 5937 1
530 5657 1
530 18117 2
129 1429 1
536 603 1
536 18146 1
2972 245 1
547 315 1
2973 241 1
549 874 3
549 6278 1
549 545 4
402 402 4
402 15 1
402 878 1
402 595 1
568 3448 1
455 268 1
455 455 4
455 363 1
455 3453 2
455 93 2
455 18121 1
455 18147 1
3243 3243 2
3243 2731 1
3243 11209 1
3243 3310 1
3243 3954 1
3243 5308 2
3243 18148 1
6281 6281 1
6281 4158 1
1411 4514 1
575 669 1
577 577 1
577 3177 1
577 11430 2
577 5953 1
577 2241 1
335 1444 1
588 673 2
1266 11 1
590 38 4
590 530 1
590 408 1
35 35 1
35 771 1
35 232 1
578 590 1
578 578 11
578 874 2
578 3000 1
578 319 1
578 702 1
578 2509 1
578 358 1
578 280 2
578 18149 3
578 10133 1
578 9999 2
578 1933 1
578 17600 1
578 18150 1
578 18151 1
874 874 3
63 2768 1
63 917 3
63 3476 1
63 595 1
63 18152 3
63 7609 1
63 5512 1
63 18153 3
63 18154 1
341 2192 2
2756 101 1
2756 2 1
2756 1093 1
2992 8836 1
684 505 2
633 445 1
633 633 3
633 703 1
633 3351 2
633 16581 1
633 1589 1
633 18136 1
2999 472 1
2999 18151 1
634 1592 1
634 18155 1
3000 578 2
3000 3000 4
3000 9811 1
3000 6278 1
3000 5380 1
3000 9852 1
1567 1567 6
1567 691 1
1567 3622 1
1567 1390 1
1567 5513 2
1567 18156 1
1567 18125 2
1567 18157 1
131 131 4
131 443 1
131 1072 1
131 232 1
131 934 1
131 1473 1
131 5513 1
131 18105 1
230 230 3
230 14336 1
230 2539 1
230 7789 1
230 18158 1
156 241 1
156 590 1
156 230 1
156 156 13
156 245 1
156 133 1
156 325 2
156 14310 1
156 93 3
156 735 1
156 11909 1
156 257 1
156 606 1
156 28 1
156 830 1
156 1473 1
156 1627 2
156 2539 1
156 5937 1
156 5195 3
156 14305 1
156 18159 1
156 5207 1
156 18160 1
156 18161 1
156 1857 3
74 74 4
74 44 1
652 761 1
363 264 4
363 363 1
363 483 2
363 93 1
363 5513 1
363 1818 2
363 18162 1
5072 5072 2
585 1057 1
585 280 2
585 8924 1
585 5513 2
585 1684 1
2 13 1
2 264 1
2 472 2
2 522 1
2 578 2
2 2 3
2 456 3
2 771 2
2 65 2
2 133 1
2 599 1
2 603 1
2 990 1
2 1532 1
2 1703 2
2 1932 1
2 1444 2
2 1492 1
2 1881 1
2 1414 3
2 10450 1
2 18163 2
2 5255 1
2 11721 2
2 11667 1
2 1589 1
2 1836 3
2 18103 4
2 5052 1
2 18164 2
2 18106 1
2 18165 3
2 18119 1
2 5044 1
2 18116 2
2 18166 1
456 101 1
456 456 11
456 206 1
456 1001 1
456 669 1
456 93 1
456 1065 1
456 99 1
456 352 1
456 359 1
456 3643 1
456 3832 1
456 5195 1
456 1619 3
456 14305 1
456 18167 1
456 8585 2
456 5790 1
22 81 1
22 22 1
22 771 1
22 486 3
22 1737 3
22 2078 1
22 1997 3
22 2209 1
641 264 1
641 641 2
641 325 1
641 853 1
641 1473 5
641 1836 1
641 18168 1
641 18169 1
641 18161 1
641 896 1
653 354 1
653 653 1
653 2082 1
653 1590 2
653 4158 1
10 3591 1
10 65 3
10 1069 1
10 93 1
10 300 1
10 606 1
10 1811 2
10 2078 1
10 5022 1
10 9432 2
10 11622 3
10 1836 1
10 18170 1
10 18171 1
10 5959 1
10 18102 6
443 785 1
270 5516 1
703 703 6
703 245 1
703 1037 1
703 1980 1
703 6602 1
703 3698 1
703 1589 1
703 18172 1
306 319 1
306 1644 1
306 1370 1
1594 454 1
1594 1347 1
2957 93 1
681 230 1
681 681 2
681 11209 1
681 359 2
681 5195 4
681 18173 1
9811 3000 1
9811 934 1
654 654 1
654 459 1
64 7609 1
719 7665 1
719 719 1
719 3571 1
720 315 2
23 1836 2
23 18102 1
23 18161 1
23 1229 1
5696 977 1
5696 925 1
1388 358 1
725 725 1
725 4761 1
10222 5647 1
958 958 5
958 1932 2
958 1370 1
3201 1429 1
733 733 2
733 18174 1
2768 2768 3
2768 3273 1
364 319 1
364 93 1
364 855 1
364 10630 1
364 11721 2
364 18117 1
364 18175 1
645 113 2
771 771 3
771 144 1
771 1314 2
771 9012 1
742 133 1
742 2163 1
319 771 1
319 319 3
319 743 2
319 3579 1
319 280 2
319 76 1
319 1429 1
319 10153 1
319 18112 1
319 18121 1
319 18176 3
319 807 1
749 13 1
749 109 1
749 9012 1
408 408 18
408 6617 2
408 206 1
408 502 5
408 762 1
408 7 1
408 2023 1
408 10869 1
408 5403 2
408 2153 1
408 1881 1
408 2167 1
408 6975 1
408 11777 1
408 18177 1
408 6032 3
408 7015 1
408 18178 4
408 14955 1
408 5966 1
408 18154 2
408 5261 4
408 1347 1
244 358 1
244 2164 2
244 2167 1
244 7199 1
244 1347 2
4749 4749 1
4749 595 1
656 653 1
768 11664 1
3051 1 1
3051 3051 1
3051 160 1
3051 3557 1
3051 5265 2
3051 8924 3
3051 15282 1
3051 7350 2
438 438 2
65 65 2
65 1076 1
65 352 1
65 143 1
65 1353 1
635 75 1
635 777 1
635 6975 2
635 7369 3
635 14955 1
635 7199 1
785 443 1
785 785 3
785 1703 1
785 4158 1
787 264 1
106 2804 3
106 15 1
10533 1754 1
10533 7354 1
10533 11796 1
10533 18179 1
587 472 1
587 18180 1
3057 38 1
336 264 1
336 785 1
336 336 4
336 107 1
336 6 1
160 3051 1
160 160 2
245 703 2
245 1037 1
245 1429 1
597 254 2
246 133 2
246 92 1
246 194 1
246 18181 1
2945 9497 1
107 456 1
107 107 5
107 191 1
107 10292 1
107 2054 2
107 10025 1
107 5052 1
723 5423 1
825 702 3
825 18182 1
825 18183 2
11638 11638 3
11638 1355 1
11638 5817 1
43 825 1
43 280 1
43 7309 2
43 1933 1
43 1836 1
43 18184 1
828 828 1
161 161 5
161 2878 1
161 830 1
161 6833 2
2773 5052 1
702 578 5
702 86 2
702 2992 2
702 131 3
702 825 4
702 702 25
702 3335 1
702 1072 1
702 171 3
702 743 1
702 4928 1
702 3404 1
702 280 5
702 905 1
702 211 1
702 691 1
702 934 1
702 1412 1
702 1390 2
702 5440 1
702 1370 2
702 8611 1
702 2209 1
702 18163 3
702 5917 2
702 5149 3
702 18131 1
702 18185 1
702 10704 3
702 18180 1
702 18186 1
702 18129 2
702 8060 1
838 838 3
838 3476 2
838 358 1
838 93 1
838 47 1
838 5048 5
838 5201 2
838 18132 1
162 377 1
4660 5284 1
2796 2796 1
2796 280 1
848 478 1
848 3383 1
3073 3073 2
3073 111 1
550 3000 1
550 6278 1
550 9969 1
550 9852 1
478 478 3
478 133 1
2878 161 1
2878 2878 2
2878 459 2
206 408 1
206 799 1
206 206 4
206 4928 1
206 1429 2
206 4414 1
206 1627 1
206 5454 1
206 1881 2
206 4191 1
206 18187 1
206 18188 1
2731 2731 1
133 42 2
133 742 1
133 478 3
133 2878 1
133 133 5
133 569 1
133 92 2
133 10965 1
133 934 1
133 11676 1
133 18189 1
133 11764 1
133 5308 1
133 18169 2
133 5215 1
870 65 2
134 632 1
134 15 1
134 3585 1
15 60 1
15 101 4
15 315 2
15 128 2
15 1 1
15 402 6
15 2 2
15 2768 1
15 15 14
15 45 3
15 820 2
15 6527 2
15 1140 1
15 140 1
15 1941 1
15 3571 1
15 1532 1
15 3163 1
15 2054 3
15 10170 1
15 8924 2
15 6975 1
15 11812 1
15 5149 1
15 18190 1
15 18113 1
15 18116 2
16 3243 1
16 11638 2
16 12335 1
16 11763 1
16 4145 1
16 3954 1
16 18113 1
16 18139 1
888 681 1
888 888 1
888 355 1
888 113 1
888 11743 1
888 9981 1
888 1413 2
888 5942 1
888 5255 1
67 100 3
67 713 1
67 15 1
3431 18191 1
471 11678 1
471 5022 1
14513 2014 1
14513 5045 1
902 372 1
906 2 1
906 358 1
906 18 1
1283 3764 1
912 702 1
912 934 1
6331 4170 1
75 590 1
75 157 1
75 75 2
75 1644 1
75 777 1
75 5222 1
917 917 2
6278 3000 1
6278 6278 2
6278 18192 1
8275 8275 1
8275 755 1
919 919 4
919 93 1
919 6588 1
919 1429 1
919 5222 1
919 18139 1
8213 18193 1
599 599 1
569 15 5
569 1149 1
569 3310 1
569 10565 1
569 18194 1
3764 3764 1
458 370 1
458 406 1
458 408 1
458 2731 2
458 133 2
458 458 9
458 4727 1
458 1037 3
458 93 4
458 1065 2
458 1980 1
458 1429 2
458 7252 1
458 17194 1
458 18195 1
458 11707 3
458 11634 1
458 1836 1
458 18138 1
458 18157 3
458 18196 1
458 18197 1
458 18198 1
458 17176 2
6340 152 1
6340 853 1
6340 5410 1
5237 60 1
5237 3443 1
4727 1065 3
4727 3361 1
937 18199 1
939 12335 1
410 410 1
410 1429 1
552 445 1
552 2731 1
552 75 1
552 458 4
552 552 1
552 1076 2
552 927 1
552 93 3
552 691 3
552 432 2
552 1532 2
552 1627 1
552 1604 3
552 5222 1
552 5381 1
552 1414 1
552 18200 1
552 11662 1
552 5308 1
552 18187 1
552 18102 1
552 18116 1
4804 264 1
949 667 1
949 44 1
951 719 1
951 951 1
951 92 1
951 3571 2
951 1703 1
951 5403 1
951 18194 1
459 2878 1
459 133 2
459 459 3
459 7252 1
459 11634 1
459 5308 1
459 18169 1
459 18196 1
505 684 3
505 1008 1
505 505 2
505 90 1
505 3621 1
505 3557 1
505 1314 1
505 4158 1
505 8924 1
505 5149 1
505 18201 2
600 131 1
600 600 1
600 232 1
25 1 2
25 355 1
25 11828 1
601 8924 1
969 152 1
969 455 2
969 363 1
969 703 1
969 2957 1
969 825 1
969 15 1
969 552 1
969 969 6
969 1043 1
969 224 1
969 1092 2
969 93 2
969 280 2
969 1972 1
969 905 3
969 861 1
969 18149 1
969 777 1
969 7252 1
969 5440 1
969 5403 1
969 1604 3
969 1414 1
969 8611 1
969 15302 4
969 8511 3
969 5512 1
969 11684 2
969 18138 1
969 18202 1
969 7031 1
969 18187 1
969 18188 4
969 18198 1
11083 667 1
850 340 1
850 759 2
850 1811 1
483 363 1
483 483 2
483 5513 1
483 18203 1
976 3073 2
976 111 1
976 2082 1
976 11634 1
976 18148 1
3393 18135 1
484 358 2
484 1845 1
484 5069 1
484 896 2
4 902 1
4 929 1
4 934 1
4 2163 2
4 1818 1
4 18204 1
4 18205 1
4 16005 1
4 17600 1
4 7031 2
4 18206 1
4 18207 1
4 17163 1
401 401 3
401 9751 1
401 1146 2
401 7934 1
401 9775 1
401 18127 1
3453 1460 2
3453 455 1
3453 3453 1
1230 200 1
3461 4012 1
3461 5149 1
3335 3335 2
3335 26 1
3335 10375 2
3335 9882 1
3335 18180 2
667 11083 1
667 667 1
667 18137 4
977 408 1
977 4075 1
298 28 1
424 424 1
424 3484 2
1002 39 1
1002 315 1
1002 1002 1
1002 4761 1
1002 1811 1
1002 2078 1
1002 2209 2
1002 5022 1
1002 11796 1
1002 18194 1
5258 873 2
5258 64 1
5258 4950 1
5258 7609 2
3259 44 1
3259 853 1
3259 4853 1
3259 18208 2
1014 5423 1
89 1100 1
89 4853 1
89 257 1
89 3210 1
89 7667 1
89 16488 2
12335 12335 1
325 325 3
325 143 1
325 2154 1
325 18209 1
887 3319 2
887 5379 1
1355 11638 1
1355 904 1
1355 934 1
1355 1780 1
1355 5424 1
1355 18104 2
3476 873 1
3476 3476 4
3476 929 1
3476 3419 1
3476 10002 1
3476 1684 1
759 850 1
913 771 1
913 4108 1
913 7309 2
913 18210 1
913 18211 1
913 18212 1
7091 458 1
1037 370 1
1037 472 1
1037 245 1
1037 1037 1
1037 93 1
1037 1881 1
326 60 1
326 438 1
326 1818 1
3319 3319 2
1041 484 1
1041 1041 1
1041 5959 4
