0 0 1
0 1359 1
0 1360 1
9 9 1
11 322 1
11 1361 2
11 1362 1
20 20 4
31 31 1
37 1363 1
60 60 1
60 1364 1
80 1365 1
80 1366 1
80 1367 1
98 98 1
98 26 1
98 1368 1
98 1369 1
98 1370 1
98 1371 3
98 1372 2
98 1373 3
98 1374 1
98 1375 1
98 1376 1
100 100 2
100 322 1
100 128 2
100 1377 1
100 1378 1
100 1379 1
100 1380 1
100 1381 1
13 0 1
13 306 1
13 1382 1
13 1369 1
13 1383 1
13 1384 1
13 1385 1
220 66 1
220 26 1
220 1386 1
241 1387 1
101 11 1
101 100 1
101 101 10
101 445 1
101 1388 1
101 199 1
101 722 1
101 26 2
101 1389 1
101 717 1
101 1390 1
101 1391 1
101 1392 2
101 1393 1
101 1394 1
101 1395 1
101 1377 1
101 1396 2
101 1397 1
101 1398 5
101 1399 1
101 1400 1
101 1401 1
101 1402 1
101 1403 2
101 1404 1
101 1405 1
101 1360 1
101 1406 1
101 1364 1
101 1407 1
101 1408 1
101 1409 1
101 1410 1
264 20 2
264 264 7
264 1411 2
264 725 2
264 1189 1
264 1368 4
264 1412 1
264 1369 2
264 1413 1
264 1414 1
264 1415 1
264 1393 1
264 1361 1
264 1416 1
264 1417 1
264 1418 1
264 1419 2
264 1420 1
264 1421 1
264 1422 1
264 1423 2
264 1376 1
264 1424 1
39 39 2
81 81 1
81 1392 1
81 1425 1
81 1426 1
81 1427 1
305 1403 1
322 322 3
322 1361 2
322 1428 1
323 703 1
323 99 1
323 1429 1
323 1430 1
323 1431 1
323 1432 1
323 1433 2
323 1434 1
323 1435 1
323 1436 1
334 334 3
334 66 2
334 199 1
334 1437 1
334 1438 1
334 1439 1
334 1440 1
334 1441 4
1442 204 1
103 20 1
103 60 1
103 101 2
103 628 1
103 1443 1
103 336 2
103 44 1
103 1444 1
103 1390 1
103 1445 1
103 1446 1
103 1447 2
103 1448 2
103 1449 1
103 1450 1
103 1451 2
103 1452 1
103 1403 1
103 1453 1
103 1366 1
103 1360 1
103 1454 1
127 4 2
127 1455 2
127 1456 1
370 370 3
370 1457 4
128 100 2
128 345 1
128 128 3
128 1458 1
128 1459 1
1460 1461 1
1460 1462 1
391 1463 1
391 1464 1
398 43 1
295 60 1
295 334 2
295 159 1
295 1437 1
1465 1466 1
406 406 1
406 703 1
406 32 1
406 1467 1
406 1468 1
406 1469 1
406 1470 1
406 1471 2
406 1376 3
406 1472 1
268 372 1
268 1412 1
268 1473 1
268 1474 1
268 1475 1
268 1476 1
268 1477 1
268 1478 1
268 1479 1
268 1480 1
361 1481 1
435 1482 1
454 1267 1
454 1483 1
454 1484 2
454 1485 1
454 1486 1
454 1487 1
454 1488 4
454 1489 2
454 1490 1
1491 398 1
1491 306 1
1491 5 2
1491 1492 1
1491 1493 4
1491 1494 1
1495 295 1
1495 1495 2
1495 113 1
1495 1437 1
1496 1496 1
