from_id	to_id	weight
1	1	17
1	290	1
1	440	2
1	1353	5
1	1409	1
1	1648	1
1	2672	5
1	2938	1
1	3238	1
1	3341	1
1	3421	1
1	3503	2
1	3639	1
1	3824	1
1	3826	1
1	3927	2
1	4055	1
1	4177	1
1	4520	1
2	2	1
2	259	1
2	297	1
2	362	1
2	1851	1
2	3238	1
2	3701	1
2	4108	1
2	4140	1
2	35833	2
3	3	1
3	83	2
3	348	1
3	430	1
3	532	1
3	1353	1
3	1409	2
3	1441	1
3	1832	1
3	1847	1
3	2043	1
3	2508	1
3	2672	3
3	2954	1
3	3685	1
3	3687	1
3	3783	1
3	3876	1
3	3916	1
3	3939	1
3	4080	1
3	4155	1
3	4243	1
7	7	1
7	2368	1
11	297	1
22	22	1
22	78	1
22	271	3
22	284	2
22	430	1
22	469	1
22	1149	1
22	1847	1
22	2051	1
22	3684	1
22	4061	1
22	4204	1
25	25	1
25	382	1
25	767	1
25	1056	1
25	1353	1
25	1946	1
25	2389	1
25	3503	1
25	3684	1
27	1409	1
28	28	1
28	259	1
32	32	1
32	1114	1
32	1353	2
32	3857	1
40	28	1
40	40	2
40	370	1
40	3049	1
45	45	19
45	78	1
45	83	1
45	184	1
45	425	2
45	586	2
45	828	1
45	987	1
45	1149	2
45	1353	2
45	1441	3
45	1610	1
45	1946	1
45	2554	1
45	2612	2
45	3031	3
45	3040	1
45	3315	2
45	3473	1
45	3811	1
45	3845	2
45	3902	2
45	4011	1
45	4055	1
49	49	8
49	78	4
49	184	1
49	586	2
49	828	1
49	1015	1
49	1100	1
49	1176	1
49	1676	1
49	1946	4
49	2000	6
49	2841	2
49	2874	1
49	3811	1
49	3902	1
49	3992	1
65	955	1
65	1021	1
65	1073	1
65	1441	1
65	1446	1
65	1528	1
65	1832	1
65	1851	1
65	2938	1
65	3238	2
65	19475	2
66	45	2
66	66	13
66	78	1
66	143	1
66	271	1
66	290	1
66	297	2
66	321	1
66	492	1
66	717	1
66	750	1
66	763	1
66	919	1
66	1079	1
66	1353	2
66	1441	1
66	1537	2
66	1547	1
66	1648	1
66	1791	1
66	1797	1
66	1832	1
66	1847	1
66	1916	1
66	2264	1
66	2530	2
66	2678	1
66	2841	1
66	2874	2
66	3503	1
66	3709	2
66	3783	1
66	3824	1
66	3846	1
66	3847	1
66	3866	1
66	3867	1
66	3888	2
66	3922	1
66	3939	1
66	3992	1
66	4198	1
66	36108	1
71	71	1
71	2874	1
71	3888	1
71	4048	1
78	45	1
78	49	1
78	66	1
78	78	20
78	83	1
78	121	1
78	290	1
78	321	1
78	348	2
78	350	1
78	430	1
78	577	1
78	828	1
78	955	1
78	1040	4
78	1059	3
78	1610	1
78	1657	1
78	1851	2
78	2233	1
78	2552	1
78	2678	1
78	2841	1
78	2906	3
78	2954	1
78	3121	1
78	3318	1
78	3473	1
78	3503	1
78	3513	1
78	3639	3
78	3696	4
78	3725	1
78	3826	1
78	3874	1
78	3992	1
78	4155	2
78	36108	1
83	66	1
83	78	5
83	83	9
83	348	3
83	350	1
83	391	1
83	622	2
83	689	1
83	828	1
83	1161	2
83	1353	8
83	1404	2
83	1784	2
83	1847	1
83	1851	2
83	2356	1
83	2383	1
83	2612	1
83	3396	5
83	3557	1
83	3829	1
83	3833	1
83	3860	1
83	3931	2
83	4002	1
83	4144	1
83	4234	1
83	35575	1
88	7	1
88	303	1
92	2	1
93	93	1
93	381	1
93	1353	1
93	2672	1
93	3811	1
93	3902	1
96	96	1
96	454	1
98	98	1
102	402	1
102	689	1
102	3502	1
102	4067	1
121	45	1
121	78	1
121	121	9
121	132	1
121	290	1
121	394	1
121	450	1
121	986	1
121	1040	1
121	1353	2
121	1358	1
121	1648	1
121	1735	1
121	1851	1
121	1867	1
121	1946	1
121	2612	1
121	2616	1
121	2785	1
121	2821	1
121	2837	1
121	2841	2
121	3238	1
121	3280	1
121	3380	1
121	3589	1
