from_id	to_id	weight
7	24094	1
22	801	2
32	27701	1
32	29535	2
45	17047	1
45	22002	1
45	29743	1
49	49	6
49	4177	1
49	16134	2
49	21369	2
49	22002	1
49	29555	1
49	37385	1
66	29910	2
75	75	5
75	1355	4
75	1946	1
75	3106	1
75	5756	1
75	6666	1
75	8103	3
75	9164	1
75	10366	1
75	11546	3
75	18060	1
78	78	1
78	582	1
78	8899	2
78	9793	1
78	18207	1
78	18571	1
78	29333	1
78	30065	1
92	92	1
102	1465	1
102	6094	1
121	121	7
121	1540	1
121	1887	1
121	1946	1
121	2623	1
121	4721	1
121	5274	3
121	5952	1
121	6084	1
121	10035	2
121	10446	1
121	11142	2
121	11286	2
121	12176	1
121	12178	1
121	12996	1
121	13762	1
121	13923	1
121	14672	1
121	17169	1
121	17822	1
121	18060	1
121	21574	2
121	21596	2
121	22002	1
121	22878	1
121	23204	1
121	25510	1
121	25854	2
121	27933	2
121	29361	1
121	29591	1
121	29784	1
121	29838	1
121	29877	1
121	30162	1
121	39742	1
143	18698	1
238	238	10
238	454	3
238	12617	2
238	18060	3
238	30205	2
274	2039	1
284	284	1
284	6999	1
284	23860	1
284	24683	1
284	29830	4
290	121	1
290	290	2
290	1355	1
290	2807	1
290	2841	1
290	3473	1
290	8008	1
290	8446	1
290	12481	1
290	12968	1
290	26077	1
290	26659	2
290	29599	1
290	30015	2
290	30205	1
290	54780	1
297	1328	1
297	3106	1
297	3847	3
297	4463	2
297	5002	1
297	9317	4
297	10243	1
297	11146	1
297	21155	1
297	29546	2
299	299	1
303	1094	1
317	317	5
317	683	1
317	1631	1
317	14167	1
317	18129	1
317	18496	1
317	20787	1
317	21123	1
317	27947	1
317	30274	1
321	321	1
321	9970	1
321	26077	1
332	332	1
344	344	6
344	1149	1
344	11546	1
344	19949	1
346	7410	1
346	50973	1
353	353	1
353	18739	1
353	21701	1
353	24094	1
353	27933	1
353	29730	1
360	11546	2
360	21029	2
360	24094	1
367	2481	1
375	17261	1
381	4528	1
391	391	3
391	1056	1
391	2807	1
391	3106	1
391	11142	1
391	25854	1
391	26077	1
391	27398	1
391	29562	1
391	29730	1
394	3545	1
394	22781	1
398	398	3
398	8419	1
402	402	4
402	4177	1
402	25510	1
402	30205	5
404	2	1
405	13284	2
405	22976	1
405	25485	1
421	8080	1
422	27933	1
430	26116	1
431	121	1
431	1465	1
431	12481	1
431	18000	1
431	23291	1
431	27831	1
431	30144	1
437	49	1
437	18974	1
450	1004	1
454	238	1
454	454	1
454	824	1
454	2000	1
454	3840	1
454	6316	1
454	8133	1
454	11286	1
454	11599	3
454	11716	1
454	17822	1
454	21123	1
454	22073	1
454	24492	1
454	25510	2
454	26077	1
454	27741	1
454	28037	3
454	29727	1
454	29763	1
454	30060	1
454	30090	1
454	30216	2
468	468	1
468	8899	3
468	12826	3
468	26223	2
469	13947	1
473	35353	1
519	1355	1
519	9164	1
519	13441	3
519	29591	1
519	30016	1
532	29727	1
582	78	2
582	344	1
582	582	2
582	2623	3
582	6348	2
582	19801	1
582	23931	1
586	402	1
586	586	7
586	1131	1
586	1946	1
586	2000	2
586	2503	2
586	3106	1
586	4721	3
586	6316	2
586	6794	1
586	7402	2
586	7780	1
586	8008	1
586	14447	1
586	18060	1
586	20595	1
586	22002	2
586	26608	1
586	27933	2
586	29557	1
586	29598	2
586	29664	2
586	29916	2
586	30116	1
586	30205	5
586	35353	1
586	38783	2
605	4721	1
613	613	1
613	1131	2
613	4721	1
613	7294	1
613	7311	1
613	9896	3
613	12904	1
613	13356	1
613	15856	1
613	20302	5
613	23204	1
613	27816	1
613	27832	2
613	27933	2
613	28178	1
613	29480	1
613	29560	1
613	29781	1
613	30256	1
613	30259	1
613	30302	1
613	40867	1
630	29979	1
644	20031	1
644	30015	1
683	317	3
683	683	5
683	2481	1
683	9849	2
703	284	1
703	703	1
703	6262	1
703	17353	1
703	22781	1
730	29813	1
745	4463	1
745	21302	1
745	22360	1
745	29992	1
763	290	2
763	317	2
763	763	1
763	1355	3
763	2503	1
763	2938	1
763	3106	1
763	4158	1
763	6269	1
763	9942	2
763	14233	1
763	15293	1
763	18717	3
763	20595	1
763	21574	1
763	22051	1
763	23860	1
763	25510	1
763	25609	1
763	26077	3
763	26116	1
763	27249	3
763	27896	1
763	29547	1
763	29590	1
763	29660	1
763	29667	1
763	29891	1
763	30065	1
763	30105	1
763	30192	2
763	40867	1
766	1050	1
766	4721	1
766	6101	2
766	10503	1
766	11286	1
766	26078	1
766	26672	1
766	27832	2
766	27933	1
766	29891	1
778	4994	2
