26 66	1427136976
26 66	1427136976
24 25	1427136976
100 37	1427136976
37 57	1427136976
26 57	1427136976
26 66	1427136976
100 66	1427136976
66 57	1427136976
37 57	1427136976
100 66	1427136976
66 37	1427136976
66 57	1427136976
24 47	1427136976
24 25	1427136976
100 66	1427136976
66 37	1427136976
24 25	1427136976
66 33	1427136976
26 66	1427136976
100 66	1427136976
66 33	1427136976
100 66	1427136976
24 25	1427136976
100 66	1427136976
24 25	1427136976
25 57	1427136976
24 57	1427136976
100 66	1427136976
24 25	1427136976
25 57	1427136976
24 25	1427136976
66 33	1427136976
100 33	1427136976
66 37	1427136976
37 33	1427136976
100 33	1427136976
100 66	1427136976
37 33	1427136976
100 33	1427136976
100 66	1427136976
37 33	1427136976
100 37	1427136976
66 33	1427136976
100 33	1427136976
100 66	1427136976
66 37	1427136976
37 33	1427136976
66 37	1427136976
100 66	1427136976
66 37	1427136976
44 47	1427136976
26 66	1427136976
100 66	1427136976
66 37	1427136976
100 37	1427136976
26 66	1427136976
100 66	1427136976
66 37	1427136976
26 37	1427136976
100 37	1427136976
35 47	1427136976
100 66	1427136976
66 37	1427136976
100 37	1427136976
106 45	1427136976
94 30	1427136976
100 66	1427136976
66 37	1427136976
106 45	1427136976
106 66	1427136976
100 66	1427136976
66 37	1427136976
21 84	1427136976
57 4	1427136976
66 45	1427136976
106 66	1427136976
106 100	1427136976
100 66	1427136976
66 37	1427136976
106 45	1427136976
66 33	1427136976
106 37	1427136976
100 45	1427136976
106 66	1427136976
113 119	1427136976
106 100	1427136976
100 66	1427136976
106 45	1427136976
66 45	1427136976
94 109	1427136976
41 10	1427136976
100 45	1427136976
26 33	1427136976
106 100	1427136976
28 100	1427136976
100 66	1427136976
37 33	1427136976
26 37	1427136976
13 47	1427136976
106 45	1427136976
86 89	1427136976
90 44	1427136976
94 109	1427136976
41 10	1427136976
100 45	1427136976
106 66	1427136976
28 45	1427136976
106 100	1427136976
28 100	1427136976
100 66	1427136976
37 33	1427136976
13 47	1427136976
106 45	1427136976
86 89	1427136976
90 44	1427136976
66 33	1427136976
41 10	1427136976
100 45	1427136976
106 66	1427136976
28 45	1427136976
26 33	1427136976
106 100	1427136976
28 100	1427136976
80 13	1427136976
100 66	1427136976
26 37	1427136976
66 33	1427136976
66 45	1427136976
94 109	1427136976
30 44	1427136976
28 66	1427136976
41 10	1427136976
106 66	1427136976
26 33	1427136976
106 100	1427136976
28 100	1427136976
100 66	1427136976
23 69	1427136976
90 77	1427136976
23 59	1427136976
94 44	1427136976
28 33	1427136976
66 33	1427136976
66 45	1427136976
94 109	1427136976
28 66	1427136976
41 10	1427136976
100 45	1427136976
106 66	1427136976
40 13	1427136976
70 105	1427136976
26 33	1427136976
28 100	1427136976
100 66	1427136976
90 77	1427136976
24 12	1427136976
24 13	1427136976
23 59	1427136976
94 44	1427136976
57 4	1427136976
28 104	1427136976
66 45	1427136976
94 109	1427136976
41 10	1427136976
100 45	1427136976
56 66	1427136976
106 66	1427136976
24 40	1427136976
40 13	1427136976
56 106	1427136976
106 100	1427136976
28 106	1427136976
28 100	1427136976
100 66	1427136976
12 13	1427136976
100 104	1427136976
24 13	1427136976
21 84	1427136976
57 4	1427136976
109 3	1427136976
41 10	1427136976
40 12	1427136976
56 66	1427136976
106 66	1427136976
40 13	1427136976
56 106	1427136976
59 69	1427136976
121 114	1427136976
104 66	1427136976
93 62	1427136976
66 37	1427136976
12 13	1427136976
24 12	1427136976
56 45	1427136976
24 13	1427136976
23 59	1427136976
94 44	1427136976
26 37	1427136976
68 33	1427136976
28 104	1427136976
28 66	1427136976
41 13	1427136976
56 106	1427136976
1 32	1427136976
13 5	1427136976
13 10	1427136976
100 33	1427136976
93 62	1427136976
66 37	1427136976
37 33	1427136976
104 45	1427136976
24 12	1427136976
23 59	1427136976
57 4	1427136976
28 104	1427136976
115 42	1427136976
66 33	1427136976
94 109	1427136976
28 66	1427136976
41 13	1427136976
56 106	1427136976
104 33	1427136976
1 32	1427136976
106 33	1427136976
106 104	1427136976
28 100	1427136976
104 66	1427136976
93 62	1427136976
100 66	1427136976
81 33	1427136976
100 104	1427136976
13 38	1427136976
40 57	1427136976
54 45	1427136976
28 104	1427136976
66 33	1427136976
94 109	1427136976
28 66	1427136976
106 66	1427136976
54 33	1427136976
56 54	1427136976
56 106	1427136976
106 33	1427136976
106 104	1427136976
28 100	1427136976
46 41	1427136976
104 66	1427136976
100 66	1427136976
81 33	1427136976
100 104	1427136976
106 54	1427136976
81 24	1427136976
28 104	1427136976
28 66	1427136976
56 66	1427136976
106 66	1427136976
96 86	1427136976
56 106	1427136976
28 100	1427136976
60 13	1427136976
26 66	1427136976
40 4	1427136976
104 66	1427136976
100 66	1427136976
81 56	1427136976
81 104	1427136976
46 38	1427136976
100 104	1427136976
13 38	1427136976
81 66	1427136976
81 106	1427136976
81 24	1427136976
28 104	1427136976
94 109	1427136976
28 66	1427136976
103 48	1427136976
106 66	1427136976
96 86	1427136976
56 106	1427136976
91 96	1427136976
28 100	1427136976
40 4	1427136976
23 104	1427136976
104 66	1427136976
46 13	1427136976
100 104	1427136976
13 38	1427136976
95 16	1427136976
24 26	1427136976
28 104	1427136976
32 44	1427136976
28 66	1427136976
16 32	1427136976
106 66	1427136976
56 106	1427136976
23 66	1427136976
91 96	1427136976
28 100	1427136976
40 4	1427136976
59 69	1427136976
104 66	1427136976
1 44	1427136976
23 62	1427136976
54 45	1427136976
68 33	1427136976
24 26	1427136976
28 104	1427136976
28 66	1427136976
56 66	1427136976
106 66	1427136976
81 26	1427136976
16 69	1427136976
56 106	1427136976
84 47	1427136976
91 96	1427136976
32 80	1427136976
28 100	1427136976
40 4	1427136976
104 66	1427136976
90 77	1427136976
16 44	1427136976
100 104	1427136976
34 5	1427136976
18 13	1427136976
28 104	1427136976
28 66	1427136976
41 10	1427136976
56 66	1427136976
33 69	1427136976
