1	4
2	6
3	6
4	6
5	3
6	6
7	6
8	6
9	3
10	6
11	6
12	4
13	6
14	6
15	1
16	6
17	6
18	6
19	6
20	6
21	6
22	6
23	6
24	1
25	6
26	6
27	6
28	6
29	6
30	4
31	6
32	4
33	6
34	3
35	6
36	6
37	6
38	6
39	3
40	6
41	3
42	3
43	4
44	6
45	6
46	3
47	3
48	6
49	6
50	1
51	4
52	6
53	3
54	6
55	6
56	6
57	4
58	6
59	4
60	3
61	6
62	6
63	6
64	6
65	3
66	6
67	1
68	6
69	6
70	6
71	6
72	3
73	3
74	6
75	6
76	6
77	4
78	2
79	6
80	6
81	6
82	6
83	6
84	6
85	3
86	3
87	6
88	6
89	6
90	6
91	6
92	2
93	6
94	6
95	6
96	3
97	6
98	6
99	6
100	6
101	6
102	6
103	6
104	1
105	6
106	6
107	6
108	6
109	6
110	6
111	6
112	6
113	6
114	3
115	3
116	6
117	6
118	4
119	6
120	6
121	5
122	6
123	6
124	6
125	6
126	6
