35	1
184	2
751	3
255	4
131	5
273	6
743	7
210	8
826	9
265	10
845	11
185	12
268	13
778	14
253	15
172	16
513	17
29	18
272	19
79	20
181	21
196	22
56	23
164	24
242	25
223	26
120	27
311	28
496	29
132	30
819	31
603	32
267	33
222	34
205	35
662	36
113	37
123	38
39	39
779	40
95	41
791	42
194	43
786	44
15	45
494	46
765	47
987	48
939	49
87	50
213	51
211	52
116	53
209	54
938	55
875	56
179	57
80	58
21	59
101	60
48	61
511	62
102	63
762	64
66	65
134	66
17	67
119	68
771	69
784	70
105	71
118	72
431	73
285	74
240	75
804	76
335	77
50	78
275	79
709	80
533	81
448	82
481	83
154	84
122	85
492	86
153	87
601	88
271	89
63	90
150	91
499	92
